Data,Abertura,Max,Min,Fechamento
10/29/2015,65033,65372,63834,63876
10/28/2015,66037,66633,64991,65358
10/27/2015,66259,66487,65580,65732
10/26/2015,66459,67284,66169,66404
10/23/2015,67602,68676,66487,66515
10/22/2015,66009,67436,65898,67436
10/21/2015,66009,66342,65455,65760
10/20/2015,66383,67076,65448,65954
10/19/2015,66265,66882,65746,66633
10/16/2015,66494,67152,65344,65864
10/15/2015,66196,66501,65143,66314
10/14/2015,66709,67214,65607,65711
10/13/2015,68869,68869,66484,66633
10/9/2015,69674,70161,68693,69787
10/8/2015,68707,69610,68517,69229
10/7/2015,67698,69702,67628,68961
10/6/2015,67035,67994,66964,67063
10/5/2015,67070,67959,67035,67268
10/2/2015,64614,66865,63620,66816
10/1/2015,63867,64586,63330,64586
9/30/2015,63683,64424,62836,63683
9/29/2015,62632,63112,62272,62519
9/28/2015,62723,63006,62018,62279
9/25/2015,65059,65299,63133,63133
9/24/2015,63436,64692,62300,64445
9/23/2015,65983,66287,63789,64001
9/22/2015,65567,66054,64233,65659
9/21/2015,67324,67501,65871,66400
9/18/2015,68446,68658,66583,66823
9/17/2015,68305,70267,68030,69152
9/16/2015,67529,69328,67388,68869
9/15/2015,68234,68234,66477,67289
9/14/2015,66110,69081,65772,68376
9/11/2015,66026,66626,65666,66294
9/10/2015,64241,66731,64001,66527
9/9/2015,67642,68241,66287,66724
9/8/2015,66964,67515,66379,66626
9/4/2015,66562,67458,65969,66322
9/3/2015,66456,67867,65969,67479
9/2/2015,65377,66675,64424,66456
9/1/2015,65024,65687,64417,65059
8/31/2015,66774,66865,65080,66160
8/28/2015,67917,68439,66887,67493
8/27/2015,66266,68714,66167,68503
8/26/2015,63859,66153,63690,66047
8/25/2015,65200,65906,63076,63076
8/24/2015,62237,64847,60966,63874
8/21/2015,66075,66301,64981,64981
8/20/2015,66329,67155,65659,66541
8/19/2015,67740,67776,65934,66753
8/18/2015,67635,69109,66964,67882
8/17/2015,68298,68658,67740,68136
8/14/2015,68721,69208,68143,68291
8/13/2015,70027,70224,68559,68559
8/12/2015,70958,71184,69074,69766
8/11/2015,70655,72199,69596,71939
8/10/2015,69913,71492,69898,71167
8/7/2015,71982,72235,69718,69718
8/6/2015,72220,73006,71571,72263
8/5/2015,72869,73532,72444,72480
8/4/2015,73013,73143,71997,72458
8/3/2015,73222,73251,72336,72624
7/31/2015,72206,73778,72018,73778
7/30/2015,72783,73323,71766,72126
7/29/2015,71961,72898,71434,72516
7/28/2015,71110,72278,70605,71888
7/27/2015,70735,71485,70403,70829
7/24/2015,71751,72184,70446,71362
7/23/2015,73641,74109,71521,71521
7/22/2015,74239,74412,73403,73893
7/21/2015,75068,75523,74383,74830
7/20/2015,76092,76258,74823,74931
7/17/2015,77224,77534,75818,75818
7/16/2015,77505,77758,76619,77116
7/15/2015,77527,77678,76763,77275
7/14/2015,77066,77801,76676,77505
7/13/2015,76936,77477,76525,77224
7/10/2015,76431,76972,76006,76431
7/8/2015,75623,76417,75133,75227
7/7/2015,75869,76554,74484,76482
7/6/2015,75991,76885,75299,76308
7/3/2015,77505,77534,76330,76575
7/2/2015,77354,77974,77030,77426
7/1/2015,78241,78270,76856,77152
6/30/2015,78032,78111,77195,77541
6/29/2015,77621,78652,76914,77628
6/26/2015,77945,79178,77513,78926
6/25/2015,78926,79027,77332,78017
6/24/2015,78493,79481,78234,78868
6/23/2015,79265,79690,78385,78385
6/22/2015,79099,79726,78609,78911
6/19/2015,79056,79229,78342,78594
6/18/2015,77989,79784,77880,79532
6/17/2015,78883,79012,77671,77678
6/16/2015,78126,79375,77979,78883
6/15/2015,78155,78339,77200,78339
6/12/2015,78883,79015,77957,78427
6/11/2015,79338,80058,78589,79081
6/10/2015,78324,79720,78324,79404
6/9/2015,77516,78456,77369,77905
6/8/2015,77869,78603,77648,77670
6/5/2015,78177,78728,77758,77942
6/3/2015,79970,80124,78787,78890
6/2/2015,78207,80080,78104,80058
6/1/2015,78287,78618,77663,78229
5/29/2015,79353,79867,77722,77780
5/28/2015,79412,79816,78772,79404
5/27/2015,79456,80271,78486,79860
5/26/2015,80786,80786,79030,79030
5/25/2015,80551,81249,79544,80675
5/22/2015,81043,82035,79904,80190
5/21/2015,81072,81888,80580,81873
5/20/2015,81785,82483,81072,81072
5/19/2015,83394,83563,81476,82145
5/18/2015,84863,85642,82769,82902
5/15/2015,84202,85055,83600,84805
5/14/2015,83996,84489,83137,84055
5/13/2015,84489,84680,83291,83908
5/12/2015,84129,85304,83923,84041
5/11/2015,85348,85444,84592,84606
5/8/2015,85099,85958,84077,84841
5/7/2015,85084,85334,83938,84709
5/6/2015,86406,87068,84503,85495
5/5/2015,85304,86553,84841,86553
5/4/2015,84327,85664,84070,85664
4/30/2015,82218,83710,81638,83666
4/29/2015,82983,82983,81888,82593
4/28/2015,82461,83453,81895,83232
4/27/2015,84349,84856,82351,82762
4/24/2015,82806,84893,82806,84349
4/23/2015,80918,83232,80411,82975
4/22/2015,80014,81836,79676,81322
4/20/2015,81043,81285,79757,79933
4/17/2015,81263,81337,80359,80719
4/16/2015,81704,82057,81087,81851
4/15/2015,80837,82211,80749,82145
4/14/2015,80994,81748,80277,80852
4/13/2015,80986,81949,80605,81038
4/10/2015,80702,81285,79762,81150
4/9/2015,80150,80799,79657,80434
4/8/2015,80934,81658,79956,80180
4/7/2015,80538,80897,79918,80575
4/6/2015,79470,81076,79179,80344
4/2/2015,78201,79948,78097,79657
4/1/2015,76656,78866,76648,78560
3/31/2015,76409,77290,75737,76417
3/30/2015,75543,76910,75230,76880
3/27/2015,75894,75894,74759,75148
3/26/2015,77350,77596,75528,75528
3/25/2015,77275,78612,77246,77679
3/24/2015,78395,78746,76551,77723
3/23/2015,77947,78455,77425,78030
3/20/2015,76902,78664,76701,77776
3/19/2015,77290,77559,76312,76618
3/18/2015,75476,78000,74841,77671
3/17/2015,73169,75864,73012,75827
3/16/2015,73244,74289,72788,73259
3/13/2015,73259,73408,71750,73318
3/12/2015,74087,74938,73303,73445
3/11/2015,72923,74767,72773,73856
3/10/2015,73206,74229,72572,72631
3/9/2015,75050,75237,73595,73595
3/6/2015,76006,76096,75080,75379
3/5/2015,76775,76880,75625,75932
3/4/2015,76648,77037,76051,76693
3/3/2015,76902,77776,76842,77649
3/2/2015,78097,78298,76701,77201
2/27/2015,78701,79448,77582,78089
2/26/2015,78395,78925,77372,78619
2/25/2015,77283,78567,76984,78395
2/24/2015,77410,78813,76999,78627
2/23/2015,77582,78433,77111,77358
2/20/2015,77649,78097,76798,77708
2/19/2015,77619,78358,77081,77910
2/18/2015,77619,78873,77350,77611
2/13/2015,75273,77141,75273,77141
2/12/2015,74123,75258,73927,74902
2/11/2015,73276,73805,72368,73639
2/10/2015,75197,75447,73412,73745
2/9/2015,73337,75265,73026,75197
2/6/2015,74516,74804,72989,73866
2/5/2015,74690,75560,74184,75023
2/4/2015,74123,75462,73079,74910
2/3/2015,73299,74418,73193,74305
2/2/2015,71143,72784,70962,72784
1/30/2015,71907,72005,70311,71491
1/29/2015,72157,72822,71340,72452
1/28/2015,72883,73321,72194,72520
1/27/2015,73064,74358,71945,73995
1/26/2015,73306,74093,72875,73556
1/23/2015,75159,75401,73745,73790
1/22/2015,75409,76695,74985,75545
1/21/2015,73291,75280,73042,75280
1/20/2015,73488,74214,72482,73405
1/19/2015,74078,74418,72315,72852
1/16/2015,73095,75212,72905,74562
1/15/2015,73079,74622,72520,73571
1/14/2015,73064,73768,72134,73495
1/13/2015,73541,74660,73125,73389
1/12/2015,74932,74955,73140,73291
1/9/2015,75984,76165,74048,74721
1/8/2015,75938,76914,74842,76392
1/7/2015,74305,76362,74252,75704
1/6/2015,72384,73828,71960,73828
1/5/2015,74199,74199,72232,72663
1/2/2015,75938,76241,73843,74320
12/30/2014,77761,77950,76052,76135
12/29/2014,76695,78056,76400,77897
12/26/2014,77746,78208,76445,76770
12/23/2014,76838,77965,76301,77587
12/22/2014,76339,77012,75371,76793
12/19/2014,74955,76506,74569,76506
12/18/2014,75364,76173,73964,74388
12/17/2014,72232,75704,71915,74161
12/16/2014,72852,73539,70516,72459
12/15/2014,74711,74858,71434,72953
12/12/2014,75305,76762,73924,74480
12/11/2014,76623,77202,75320,76176
12/10/2014,77657,77672,76099,76485
12/9/2014,77117,77803,76354,77634
12/8/2014,79801,80217,77256,77819
12/5/2014,79924,80564,79006,80287
12/4/2014,81490,81667,78983,79461
12/3/2014,80125,81274,79970,80425
12/2/2014,80973,81466,79593,79893
12/1/2014,83965,84119,80279,80533
11/28/2014,85137,86016,84381,84381
11/27/2014,85831,87019,84536,85083
11/26/2014,86803,87189,85245,85831
11/25/2014,86387,87613,85646,86117
11/24/2014,87667,89132,85785,86063
11/21/2014,83903,87983,83718,87983
11/19/2014,80896,83487,80711,83009
11/18/2014,79724,81328,79323,81135
11/17/2014,80047,81227,79269,79677
11/14/2014,80101,80765,78521,80680
11/13/2014,82523,83001,80418,80610
11/12/2014,81652,83256,81150,82153
11/11/2014,81652,82014,80873,81844
11/10/2014,83286,83903,81628,81667
11/7/2014,82361,83433,81212,83032
11/6/2014,83132,83209,81497,81682
11/5/2014,84058,84497,83209,83587
11/4/2014,84189,85183,83202,83957
11/3/2014,84675,84991,82685,84034
10/31/2014,82855,85500,81783,85330
10/30/2014,80387,82083,80248,81590
10/29/2014,80202,81598,78898,79955
10/28/2014,79384,81852,79377,81042
10/27/2014,74464,79446,74248,79114
10/24/2014,79400,83140,78860,80510
10/23/2014,80896,81189,77873,78829
10/22/2014,81744,83364,81251,81598
10/21/2014,82207,83256,81135,82145
10/20/2014,86286,86988,84852,85654
10/17/2014,85924,87759,85785,87528
10/16/2014,85885,86865,84212,84266
10/15/2014,90497,90497,86024,87690
10/14/2014,89751,92159,89439,90690
10/13/2014,89126,92034,88766,90455
10/10/2014,88813,89126,86093,86171
10/9/2014,91315,91683,89228,89228
10/8/2014,90267,91628,87969,90619
10/7/2014,90705,91440,89783,89783
10/6/2014,93817,93911,89251,90064
10/3/2014,83114,85921,83114,85655
10/2/2014,82535,84693,82191,82981
10/1/2014,83278,84232,81871,81871
9/30/2014,85217,85522,83943,84357
9/29/2014,86405,86929,84881,85420
9/26/2014,88532,90377,87766,90377
9/25/2014,89048,89118,87617,88626
9/24/2014,88501,89853,87602,89423
9/23/2014,89024,90291,88055,88415
9/22/2014,90377,90377,87977,88899
9/19/2014,91604,92167,90393,90916
9/18/2014,93348,93442,91417,92253
9/17/2014,93692,94990,92660,93035
9/16/2014,91127,95036,90987,92957
9/15/2014,89282,91456,89103,91393
9/12/2014,91471,91612,89204,89415
9/11/2014,92222,92879,91659,91714
9/10/2014,92285,92519,90635,92449
9/9/2014,93066,93950,91604,92660
9/8/2014,95693,97335,92715,92715
9/5/2014,95943,96467,95201,96147
9/4/2014,96702,97671,96006,96240
9/3/2014,98508,98633,96717,97882
9/2/2014,96788,98500,96350,98117
9/1/2014,97960,98641,96225,96287
8/29/2014,96162,97515,95420,97390
8/28/2014,96147,96647,95302,95850
8/27/2014,95693,97054,95162,96624
8/26/2014,94692,95334,94333,95224
8/25/2014,93035,94896,92918,94724
8/22/2014,93684,93739,92199,92543
8/21/2014,93191,94028,92918,93809
8/20/2014,93254,93723,92527,93348
8/19/2014,91550,93191,90909,93191
8/18/2014,91081,91722,90533,91354
8/15/2014,89345,90744,89110,90690
8/14/2014,88188,89017,87781,88970
8/13/2014,90502,90502,87672,88274
8/12/2014,90101,90259,89386,89751
8/11/2014,87902,90363,87831,90363
8/8/2014,89632,89640,87862,87926
8/7/2014,89680,90529,88926,89736
8/6/2014,88997,90394,88521,89688
8/5/2014,90037,90625,89077,89259
8/4/2014,89434,90378,88363,90378
8/1/2014,88394,89251,87862,89005
7/31/2014,89934,90164,88323,88823
7/30/2014,91196,91498,90291,90482
7/29/2014,92164,92506,90926,91109
7/28/2014,92577,92728,91458,91879
7/25/2014,92228,92625,91942,92450
7/24/2014,92006,92799,91482,92466
7/23/2014,91339,92117,91117,91752
7/22/2014,92387,92918,91847,92768
7/21/2014,91148,92291,90863,92283
7/18/2014,91212,91950,90696,91355
7/17/2014,88783,89942,88307,88704
7/16/2014,90005,90156,88823,89172
7/15/2014,89220,89815,89005,89513
7/14/2014,88172,89537,88069,89236
7/11/2014,87442,88053,86966,87728
7/10/2014,85767,87608,85751,87315
7/8/2014,86180,86402,85553,85846
7/7/2014,86259,86426,85505,86124
7/4/2014,86259,86831,86069,86688
7/3/2014,84577,86481,84148,86434
7/2/2014,85545,85704,84577,84926
7/1/2014,85529,86220,84854,85267
6/30/2014,85362,85712,84569,85045
6/27/2014,85712,86196,84958,85489
6/26/2014,86045,86442,85656,85719
6/25/2014,87370,87585,85640,85712
6/24/2014,87108,88561,86807,87489
6/23/2014,88180,88323,86823,86823
6/20/2014,88434,88537,87704,88109
6/18/2014,87466,88997,87021,88997
6/17/2014,88176,88482,87178,87315
6/16/2014,88797,88853,87798,88225
6/13/2014,88257,88829,88040,88482
6/11/2014,89086,89449,88402,88797
6/10/2014,87524,89223,87089,89223
6/9/2014,86340,87983,85728,87846
6/6/2014,84279,86075,84279,86067
6/5/2014,83949,84488,83079,83127
6/4/2014,83909,84053,83337,83909
6/3/2014,83103,84239,82966,84239
6/2/2014,83135,83981,82894,83385
5/30/2014,84295,84295,82838,82838
5/29/2014,85092,85817,84166,84424
5/28/2014,84810,85648,84110,85245
5/27/2014,85922,86437,84279,84601
5/26/2014,85688,86083,85439,85994
5/23/2014,85712,85809,84899,85439
5/22/2014,84166,85825,84166,85769
5/21/2014,85141,85704,84215,84472
5/20/2014,86646,87403,84778,84843
5/19/2014,87444,87444,86389,86711
5/16/2014,87355,88354,86977,87484
5/15/2014,88257,88289,86936,87637
5/14/2014,87613,88547,87508,88346
5/13/2014,87951,88176,87234,87782
5/12/2014,86735,87975,86646,87846
5/9/2014,87371,87428,86115,86236
5/8/2014,88096,88241,86566,86856
5/7/2014,87411,88321,87033,87911
5/6/2014,86824,87983,86405,87492
5/5/2014,86485,87283,86147,87049
5/2/2014,83723,86856,83522,86856
4/30/2014,84545,84617,83393,84021
4/29/2014,84134,85439,84070,84448
4/28/2014,83909,84005,82676,83756
4/25/2014,84166,84295,83144,83715
4/24/2014,84778,84859,83450,84601
4/23/2014,84665,84722,83764,84504
4/22/2014,85519,85680,84368,84633
4/17/2014,83055,85479,82982,85197
4/16/2014,83103,83860,82403,83506
4/15/2014,84418,84458,81438,82523
4/14/2014,84630,85218,83805,84450
4/11/2014,83038,84891,82507,84589
4/10/2014,83895,84385,82842,83601
4/9/2014,84581,84614,82834,84222
4/8/2014,85552,87438,83985,84254
4/7/2014,83928,85561,83838,85446
4/4/2014,84442,85691,83528,83960
4/3/2014,84434,85210,83560,84467
4/2/2014,82572,84940,82230,84524
4/1/2014,82328,83013,81536,82752
3/31/2014,81805,82597,81764,82491
3/28/2014,81732,82360,81323,81642
3/27/2014,79144,81944,78409,81919
3/26/2014,79454,80033,78572,78866
3/25/2014,78409,80123,78237,79356
3/24/2014,77935,79193,77821,79193
3/21/2014,76523,78588,76098,78090
3/20/2014,75927,78074,75747,77233
3/19/2014,75747,76939,75396,76368
3/18/2014,74147,75992,73984,75959
3/17/2014,74196,74735,73837,73878
3/14/2014,74678,74947,73723,73959
3/13/2014,75502,75902,74376,74751
3/12/2014,74825,75739,74670,75739
3/11/2014,75135,75796,74604,75257
3/10/2014,75796,75845,74294,74980
3/7/2014,77249,77747,75764,76008
3/6/2014,76743,78115,76498,77527
3/5/2014,77617,77617,76441,76441
2/28/2014,78376,79078,77258,77723
2/27/2014,76898,78825,76776,78531
2/26/2014,77102,77560,76417,76972
2/25/2014,77494,78001,76719,76939
2/24/2014,77976,78474,77405,77707
2/21/2014,78001,78948,77560,78139
2/20/2014,77192,78613,76800,77992
2/19/2014,76474,77870,75992,77486
2/18/2014,78523,78735,76662,76662
2/17/2014,79691,79829,78294,78294
2/14/2014,79144,79886,78809,79593
2/13/2014,78703,79486,77764,79486
2/12/2014,80433,80597,78948,79070
2/11/2014,79502,80561,78758,80164
2/10/2014,79717,79841,78535,79147
2/7/2014,79205,79999,78659,79932
2/6/2014,77567,79635,77393,79205
2/5/2014,77509,78113,76508,77327
2/4/2014,76384,78196,76384,77666
2/3/2014,78576,78774,76086,76086
1/31/2014,77980,79188,77459,79072
1/30/2014,78708,79734,77989,78526
1/29/2014,79750,79875,78146,78642
1/28/2014,80065,80536,79362,79734
1/27/2014,79329,79974,78766,79899
1/24/2014,79966,80205,78750,79329
1/23/2014,81512,82389,80205,80487
1/22/2014,80809,82207,80669,81967
1/21/2014,81330,81636,80363,80726
1/20/2014,81719,81868,80801,80917
1/17/2014,82695,82951,81653,81686
1/16/2014,82943,84002,82414,82546
1/15/2014,82596,83530,82563,83092
1/14/2014,81918,82860,81702,82579
1/13/2014,82381,83150,81918,81951
1/10/2014,82530,83357,81512,82629
1/9/2014,84035,84085,81876,82050
1/8/2014,83754,84515,83704,83754
1/7/2014,84779,85755,83688,83729
1/6/2014,84746,85044,83828,84539
1/3/2014,83291,85334,83224,85334
1/2/2014,85822,85954,83332,83373
12/30/2013,85689,89353,85482,85838
12/27/2013,85416,85689,85358,85590
12/26/2013,85979,86086,85218,85367
12/23/2013,85714,86128,85391,85507
12/20/2013,86185,86219,84937,85168
12/19/2013,84961,86425,84539,86318
12/18/2013,83820,85731,82844,85375
12/17/2013,83338,84187,83297,83621
12/16/2013,83488,84345,83305,83513
12/13/2013,83763,84162,83130,83180
12/12/2013,83130,83746,82914,83630
12/11/2013,84803,85044,83172,83214
12/10/2013,85094,85460,84795,85111
12/9/2013,84886,85494,84562,85194
12/6/2013,84720,85610,84162,85094
12/5/2013,84012,85194,83788,84312
12/4/2013,84154,84811,83380,84029
12/3/2013,84570,85435,83563,83879
12/2/2013,86459,86667,84978,85044
11/29/2013,86542,88032,86492,87358
11/28/2013,86625,87557,86076,86634
11/27/2013,85843,86983,85802,86126
11/26/2013,86800,87491,85527,85901
11/25/2013,88123,88390,86883,87299
11/22/2013,87458,88914,86759,87865
11/21/2013,87374,88165,86692,87549
11/19/2013,90278,90278,88073,88190
11/18/2013,89721,90844,89638,90453
11/14/2013,87657,89546,87524,89488
11/13/2013,85760,87491,85477,87491
11/12/2013,87607,88198,85827,86193
11/11/2013,87291,87990,86784,87874
11/8/2013,88048,88256,86243,87008
11/7/2013,88905,90170,87599,87990
11/6/2013,90287,90503,88573,88972
11/5/2013,90869,91260,89663,89763
11/4/2013,90328,91319,90270,91052
11/1/2013,91036,91036,89846,90004
10/31/2013,89704,91102,89396,90553
10/30/2013,90195,90670,89280,90353
10/29/2013,90861,91202,89247,90004
10/28/2013,89039,91335,88797,91302
10/25/2013,89571,89962,88406,88905
10/24/2013,91235,91635,89180,89654
10/23/2013,92500,92534,90628,90894
10/22/2013,91685,93208,91285,92950
10/21/2013,90495,91818,90328,91610
10/18/2013,91186,91585,89971,90378
10/17/2013,90661,91269,90179,91052
10/16/2013,90836,92242,89996,90545
10/15/2013,89028,90524,88880,90204
10/14/2013,86767,89283,86603,89283
10/11/2013,87113,87359,86348,87137
10/10/2013,87178,87285,86060,86743
10/9/2013,85329,86595,84762,86250
10/8/2013,85477,85797,84630,85173
10/7/2013,85814,86537,85197,85304
10/4/2013,85575,86693,85132,86488
10/3/2013,87055,87368,85411,85411
10/2/2013,86480,87409,86217,86891
10/1/2013,85477,87006,84951,86891
9/30/2013,86809,86981,85181,85345
9/27/2013,87466,88658,87302,87573
9/26/2013,89094,89135,87515,88272
9/25/2013,88962,89365,88239,89028
9/24/2013,88831,89513,88502,89242
9/23/2013,87877,89546,87828,89258
9/20/2013,89817,90080,87828,88124
9/19/2013,90664,90935,89521,89949
9/18/2013,87951,90837,87647,90837
9/17/2013,86883,88190,86463,88190
9/16/2013,88362,88403,86430,86891
9/13/2013,86093,87433,85584,87433
9/12/2013,86644,87113,85469,86381
9/11/2013,86989,87705,86069,86891
9/10/2013,88124,88494,86858,87499
9/9/2013,87055,88074,85986,87548
9/6/2013,84803,87063,84605,86480
9/5/2013,84359,85107,83109,84811
9/4/2013,83389,84112,82797,84112
9/3/2013,83134,84178,82887,83759
9/2/2013,83529,84046,82739,83134
8/30/2013,81704,82690,80207,82452
8/29/2013,81564,82246,80668,81103
8/28/2013,81293,82312,80339,81301
8/27/2013,82682,82854,80972,81391
8/26/2013,84836,85296,83479,83619
8/23/2013,83265,85164,83027,85132
8/22/2013,82633,83898,82476,83783
8/21/2013,82485,83405,81301,81728
8/20/2013,83693,83816,82221,82789
8/19/2013,83471,84975,83060,84005
8/16/2013,82616,84334,82402,84145
8/15/2013,81194,83940,79936,82863
8/14/2013,82246,83496,81712,82041
8/13/2013,82264,82760,81240,82411
8/12/2013,81256,83614,80817,82264
8/9/2013,79826,81484,79338,81321
8/8/2013,77224,80183,77078,79696
8/7/2013,76411,77387,76265,77062
8/6/2013,78281,78769,76476,76525
8/5/2013,78232,79094,78094,78647
8/2/2013,79866,80435,78444,78590
8/1/2013,79208,80069,78834,79842
7/31/2013,78622,79322,77883,78314
7/30/2013,80004,80630,78655,78883
7/29/2013,80134,80297,79533,79931
7/26/2013,79777,80443,78899,80297
7/25/2013,78208,80053,77745,79834
7/24/2013,79403,79801,77932,78688
7/23/2013,79444,80224,79061,79500
7/22/2013,77192,79533,76859,79175
7/19/2013,77013,77354,76346,77306
7/18/2013,76802,78110,76184,77184
7/17/2013,76086,77452,75468,77119
7/16/2013,75948,76818,75013,76143
7/15/2013,73176,76005,73160,75802
7/12/2013,75599,75599,73225,73363
7/11/2013,75176,75989,74249,75883
7/10/2013,72924,74395,72908,74257
7/8/2013,73363,74078,72241,72851
7/5/2013,73973,74298,70949,73388
7/4/2013,73322,74607,73322,74135
7/3/2013,71916,74119,71583,72810
7/2/2013,76655,76672,72371,72371
7/1/2013,77037,77224,75525,76753
6/28/2013,77468,77663,76249,76476
6/27/2013,77159,78143,76810,77468
6/26/2013,76411,77728,76330,76745
6/25/2013,75379,76753,74973,76168
6/24/2013,75192,75907,73591,75021
6/21/2013,78541,78866,76094,76655
6/20/2013,76704,78712,74395,78639
6/19/2013,80175,80907,77452,77875
6/18/2013,79720,80720,78720,80338
6/17/2013,80858,81655,79817,80053
6/14/2013,82598,82638,80232,80265
6/13/2013,79663,82500,79257,82500
6/12/2013,81890,82427,79403,80378
6/11/2013,82975,83065,81142,81142
6/10/2013,84522,84857,83564,83949
6/7/2013,85798,86428,84047,84423
6/6/2013,86960,87058,85438,86453
6/5/2013,87729,88768,86240,86534
6/4/2013,88040,88776,87451,88523
6/3/2013,87713,88441,86829,88065
5/31/2013,88703,89570,86502,87459
5/29/2013,91116,91280,89186,89186
5/28/2013,93031,93424,91354,91354
5/27/2013,92540,92769,92213,92377
5/24/2013,91689,92663,91591,92458
5/23/2013,91035,92458,90634,92458
5/22/2013,92082,93579,91697,92671
5/21/2013,90936,92156,90462,92049
5/20/2013,90167,91133,89194,91067
5/17/2013,89930,90806,89578,90274
5/16/2013,89406,90838,89104,89562
5/15/2013,89177,90274,88875,89439
5/14/2013,89006,89996,88727,89439
5/13/2013,89513,89783,88760,88948
5/10/2013,90650,90666,89513,89930
5/9/2013,91100,91804,89783,90699
5/8/2013,92483,92957,91076,91182
5/7/2013,90781,92458,90200,92205
5/6/2013,90846,91084,89284,90462
5/3/2013,90585,92352,90503,90961
5/2/2013,90986,91509,90233,90683
4/30/2013,89955,91738,89398,91714
4/29/2013,89456,90830,89120,89979
4/26/2013,89791,90225,88588,88588
4/25/2013,90495,91223,89791,90282
4/24/2013,90192,91239,89717,89938
4/23/2013,89161,90748,88801,90298
4/22/2013,88793,89390,87606,89390
4/19/2013,88105,88825,87418,88367
4/18/2013,87263,87852,85921,87328
4/17/2013,87565,87942,86215,87050
4/16/2013,87859,88744,87187,88367
4/15/2013,88793,88908,86753,86876
4/12/2013,90359,91260,89261,89744
4/11/2013,92211,92588,90367,90588
4/10/2013,91629,93506,91547,92154
4/9/2013,90433,92400,90416,91465
4/8/2013,90531,90580,89064,90170
4/5/2013,89007,90728,88064,90408
4/4/2013,91260,91383,89105,89679
4/3/2013,89982,91203,89547,91137
4/2/2013,92039,92146,89744,89990
4/1/2013,92187,92350,91523,91621
3/28/2013,92088,92506,91555,92072
3/27/2013,90883,92236,90383,91982
3/26/2013,89892,91596,89720,91498
3/25/2013,91236,91367,89605,89728
3/22/2013,91498,91859,90351,90777
3/21/2013,91891,92162,90834,91514
3/20/2013,92818,92990,91555,92031
3/19/2013,93170,93481,92072,92334
3/18/2013,92318,93973,92162,93555
3/15/2013,94055,94531,93236,93318
3/14/2013,94629,95112,93170,93998
3/13/2013,95399,96055,94104,94309
3/12/2013,96153,96653,95588,95760
3/11/2013,95530,96612,94998,96563
3/8/2013,97555,97694,95571,96391
3/7/2013,95752,97932,95752,96875
3/6/2013,92785,95809,92727,95260
3/5/2013,93154,94285,91891,92023
3/4/2013,93432,93432,92252,92727
3/1/2013,93850,93998,92973,93858
2/28/2013,94088,95350,93777,94088
2/27/2013,94031,94735,93383,94260
2/26/2013,92621,94227,92285,94113
2/25/2013,93727,94252,92744,92744
2/22/2013,93023,93596,92506,93268
2/21/2013,92072,92736,91441,92367
2/20/2013,94522,95030,92318,92318
2/19/2013,95104,95891,94334,94440
2/18/2013,95637,95678,94801,95022
2/15/2013,95809,96596,95448,95563
2/14/2013,96096,96325,95399,96104
2/13/2013,96842,97120,96358,96711
2/8/2013,96233,96753,95615,96514
2/7/2013,97372,98065,95821,96184
2/6/2013,97776,98386,96613,97256
2/5/2013,98568,98964,97553,97834
2/4/2013,99145,99253,97718,98312
2/1/2013,98906,99929,98510,99616
1/31/2013,97801,98906,97438,98906
1/30/2013,99979,100053,97710,97834
1/29/2013,98824,99847,98485,99748
1/28/2013,101298,101356,98758,98914
1/24/2013,102453,102965,100473,100886
1/23/2013,102082,102651,101719,102651
1/22/2013,102371,102577,101678,101958
1/21/2013,102725,102725,102222,102330
1/18/2013,103237,103352,102206,102445
1/17/2013,102148,103196,101876,103113
1/16/2013,101967,102214,101274,102148
1/15/2013,102371,102808,101958,102239
1/14/2013,102527,103105,102074,102527
1/11/2013,102206,102255,101232,102123
1/10/2013,102255,102668,101232,102420
1/9/2013,101298,102470,101158,101793
1/8/2013,102651,103163,101051,101051
1/7/2013,103278,103872,102132,102602
1/4/2013,104763,104878,103361,103608
1/3/2013,103963,105390,103484,105101
1/2/2013,103732,104491,103031,104120
12/28/2012,100350,101414,100300,101001
12/27/2012,101307,101637,100012,100655
12/26/2012,101142,101868,100886,101249
12/21/2012,100605,101340,99937,101298
12/20/2012,101059,102090,100746,102024
12/19/2012,101034,101736,100308,101463
12/18/2012,99368,100935,99244,100853
12/17/2012,99088,99723,98626,99088
12/14/2012,99063,99640,98527,99178
12/13/2012,98502,99855,98287,98708
12/12/2012,99228,99731,98601,98824
12/11/2012,98573,99447,98008,98906
12/10/2012,97001,98565,96710,98424
12/7/2012,96053,97600,95870,97459
12/6/2012,96161,96311,95030,96244
12/5/2012,96219,96793,95180,95820
12/4/2012,96993,97534,95562,95704
12/3/2012,96294,97259,95629,97035
11/30/2012,96652,96827,94339,95912
11/29/2012,94913,96369,94314,96344
11/28/2012,93166,94381,92676,93832
11/27/2012,94456,95778,92917,92917
11/26/2012,95329,95562,94106,94481
11/23/2012,94131,96078,93849,95670
11/22/2012,94148,94514,93832,94356
11/21/2012,94364,94714,93258,93740
11/19/2012,93058,94639,92925,94073
11/16/2012,92825,93849,91802,92002
11/14/2012,95995,95995,93200,93200
11/13/2012,94531,96186,94223,95795
11/12/2012,95961,96394,94996,94996
11/9/2012,95579,97218,94947,95737
11/8/2012,97542,98740,95745,95745
