Data,Abertura,Max,Min,Fechamento
11/7/2012,99497,99638,97376,97791
11/6/2012,97625,99721,97201,99480
11/5/2012,96494,97600,96169,97442
11/1/2012,95620,98158,95363,98158
10/31/2012,97242,97242,95204,95354
10/30/2012,96186,96852,95762,96852
10/29/2012,94963,95970,94572,95928
10/26/2012,95471,96910,95363,95828
10/25/2012,96278,97733,96278,96669
10/24/2012,97010,97267,95163,95163
10/23/2012,98024,98024,96169,96361
10/22/2012,98798,99305,98199,99189
10/19/2012,100154,100453,98490,98490
10/18/2012,100670,100994,99622,100470
10/17/2012,100403,101393,100403,101069
10/16/2012,100764,101470,99832,100420
10/15/2012,99799,100512,98741,100227
10/11/2012,98581,99816,98447,99639
10/10/2012,99287,99774,98103,98103
10/9/2012,100025,100387,98480,99253
10/8/2012,97977,99816,97809,99757
10/5/2012,98413,100034,98178,98716
10/4/2012,99001,99320,97683,98077
10/3/2012,99992,100160,98363,98480
10/2/2012,100596,101109,99345,99824
10/1/2012,100101,101403,99681,100252
9/28/2012,101184,101386,99018,99656
9/27/2012,102503,102645,100798,101612
9/26/2012,101461,102066,100580,102007
9/25/2012,104174,104367,101705,101705
9/24/2012,103116,104526,102956,104367
9/21/2012,104459,104955,103367,103661
9/20/2012,103325,104518,102796,104115
9/19/2012,104593,105584,103720,103955
9/18/2012,104316,104955,103729,104476
9/17/2012,104384,105937,103863,104602
9/14/2012,105475,107121,104400,104963
9/13/2012,101235,105030,100630,104787
9/12/2012,100890,101680,99958,101604
9/11/2012,98951,100680,98665,100554
9/10/2012,99757,100596,98464,98464
9/6/2012,96851,98783,95903,98690
9/5/2012,94828,96348,94794,95928
9/4/2012,96515,96734,94844,95189
9/3/2012,96616,97313,96196,96524
8/31/2012,97431,98405,95726,96717
8/30/2012,96574,97464,96297,96633
8/29/2012,99051,99438,96499,96818
8/28/2012,98506,99589,98077,99119
8/27/2012,99261,99312,97935,98682
8/24/2012,99001,99799,97943,98833
8/23/2012,100748,100748,98497,99387
8/22/2012,99564,101167,99026,100916
8/21/2012,101125,102225,99438,100235
8/20/2012,100588,101016,99396,100672
8/17/2012,100890,101722,99983,100647
8/16/2012,98564,101226,98564,100781
8/15/2012,98245,99236,97800,98413
8/14/2012,100856,101246,98063,98648
8/13/2012,100686,101297,99582,100185
8/10/2012,98988,100966,98699,100626
8/9/2012,99633,100737,98691,100075
8/8/2012,97714,100372,97375,99913
8/7/2012,99395,100991,97969,98130
8/6/2012,97205,100474,96696,99158
8/3/2012,95456,97927,95388,97621
8/2/2012,96492,97112,93911,94200
8/1/2012,95626,96696,94319,96101
7/31/2012,97799,98037,95023,95134
7/30/2012,96331,98020,95524,98003
7/27/2012,92332,97341,92196,97035
7/26/2012,90549,92392,89947,92162
7/25/2012,90541,90770,89064,89811
7/24/2012,90176,90914,89157,89615
7/23/2012,90269,90694,88936,90694
7/20/2012,93792,93860,91950,91950
7/19/2012,93402,94735,93198,94514
7/18/2012,91551,93274,91178,93045
7/17/2012,91840,92196,90447,91976
7/16/2012,92442,92808,90651,91398
7/13/2012,91653,93045,91543,92842
7/12/2012,90040,91517,89522,90999
7/11/2012,91687,92451,90762,91093
7/10/2012,94718,95023,91262,91347
7/6/2012,96254,96356,93835,94777
7/5/2012,95202,97409,95083,96611
7/4/2012,95490,96348,94777,95770
7/3/2012,93623,96237,93470,95838
7/2/2012,93130,93606,92111,93521
6/29/2012,91687,93113,91670,92850
6/28/2012,90413,91262,89378,90023
6/27/2012,92417,92417,90643,91033
6/26/2012,92230,92850,91330,92027
6/25/2012,93385,93699,91687,91687
6/22/2012,95253,96000,94336,94658
6/21/2012,97799,98300,94879,94913
6/20/2012,98190,98793,96781,97808
6/19/2012,96781,98784,96458,98071
6/18/2012,95601,97001,94862,96526
6/15/2012,95346,96254,94590,96101
6/14/2012,94828,95728,94191,95091
6/13/2012,93979,96144,93555,94989
6/12/2012,93041,94447,92321,94302
6/11/2012,93942,94945,92227,92870
6/8/2012,92587,93547,91936,93247
6/6/2012,91078,92896,90281,92793
6/5/2012,91387,92544,89870,89878
6/4/2012,91610,92613,91001,91370
6/1/2012,91044,92707,90067,91584
5/31/2012,93016,93496,91113,93084
5/30/2012,92699,93230,91498,92553
5/29/2012,95416,95811,93539,93770
5/28/2012,94336,95605,94165,95039
5/25/2012,92930,94533,92467,93959
5/24/2012,94293,94542,91224,93359
5/23/2012,93444,94790,91001,94276
5/22/2012,97542,97988,94250,94842
5/21/2012,94482,97559,93779,97234
5/18/2012,93702,94816,92630,93616
5/17/2012,95656,96856,92956,93273
5/16/2012,97731,99077,95433,96325
5/15/2012,99540,100063,96608,97045
5/14/2012,101331,101949,98468,98648
5/11/2012,102266,104101,101820,102703
5/10/2012,103732,104846,102763,103106
5/9/2012,103012,103989,102060,102977
5/8/2012,105121,105515,103217,103732
5/7/2012,104289,105935,103998,105575
5/4/2012,107032,108215,104212,104761
5/3/2012,108215,108456,106647,107341
5/2/2012,106827,108070,106141,108001
4/30/2012,106432,107230,105789,106518
4/27/2012,107753,108344,106578,106938
4/26/2012,106698,107838,105489,107538
4/25/2012,108113,108550,106012,107075
4/24/2012,107075,107504,106081,107504
4/23/2012,107024,107118,105378,106569
4/20/2012,109219,109904,108053,108456
4/19/2012,109639,109930,108224,108704
4/18/2012,108353,109784,108173,109038
4/17/2012,107959,109102,107509,108756
4/16/2012,107855,108669,106323,107301
4/13/2012,108600,108981,106895,107639
4/12/2012,106972,109327,106505,109076
4/11/2012,107648,108106,105951,106046
4/10/2012,108981,108981,106297,106955
4/9/2012,109110,109682,108288,108556
4/5/2012,109916,111638,109812,110270
4/4/2012,110565,111058,110019,110149
4/3/2012,113049,113811,111058,112010
4/2/2012,111751,113975,111508,113179
3/30/2012,113742,113828,111456,112157
3/29/2012,112867,113014,111335,112573
3/28/2012,114434,114772,112599,113136
3/27/2012,115880,116477,114399,114434
3/26/2012,115170,116425,114694,116234
3/23/2012,114218,115300,114027,114512
3/22/2012,115386,115559,114027,114694
3/21/2012,117368,117568,116148,116408
3/20/2012,117083,117265,116009,117204
3/19/2012,117550,118857,117256,118026
3/16/2012,118424,118892,117619,117793
3/15/2012,119411,119437,117490,118104
3/14/2012,119178,120363,118096,118788
3/13/2012,116468,119749,116234,119541
3/12/2012,115784,116252,114988,115819
3/9/2012,116745,117801,116079,116364
3/8/2012,117827,118052,116304,116875
3/7/2012,113993,115767,113932,115646
3/6/2012,115992,115992,113300,113482
3/5/2012,117940,118321,116615,117083
3/2/2012,116598,118736,116598,118693
3/1/2012,115663,117256,115559,117083
2/29/2012,115776,116771,114598,115161
2/28/2012,115187,115940,114443,115577
2/27/2012,114971,115594,113880,114495
2/24/2012,115845,116286,115334,115646
2/23/2012,115672,116321,114884,115360
2/22/2012,116122,116252,115386,115767
2/17/2012,115819,116425,115447,116234
2/16/2012,113430,116157,113326,115750
2/15/2012,114616,115888,114313,114642
2/14/2012,115394,115770,113451,113915
2/13/2012,113276,115350,113276,115298
2/10/2012,113775,113775,111822,112435
2/9/2012,115026,116304,114274,114676
2/8/2012,115937,116339,115026,115464
2/7/2012,113687,115989,113503,115989
2/6/2012,113687,114484,113468,114326
2/3/2012,113626,115263,112383,114274
2/2/2012,113416,113792,112663,113451
2/1/2012,111735,113538,111735,113451
1/31/2012,110825,111429,109993,111148
1/30/2012,110124,110571,108899,110273
1/27/2012,110833,111402,110308,110956
1/26/2012,111087,112199,110623,110693
1/24/2012,108995,110133,108426,109809
1/23/2012,110037,110396,108829,109897
1/20/2012,108373,109853,108373,109686
1/19/2012,108899,109581,108417,108925
1/18/2012,106859,109214,106089,108986
1/17/2012,106544,107481,106124,106448
1/16/2012,104128,105852,104119,105677
1/13/2012,105660,105730,103743,104137
1/12/2012,106413,106798,105056,105660
1/11/2012,105047,106176,104776,106080
1/10/2012,105572,106220,105073,105572
1/9/2012,103681,104671,103401,104487
1/6/2012,103515,104749,102972,103576
1/5/2012,103821,105038,102324,103471
1/4/2012,104320,105292,103550,104793
1/3/2012,103060,105012,102710,104767
1/2/2012,101073,102683,100057,102456
12/29/2011,99917,100775,99532,100118
12/28/2011,102753,102753,99655,99707
12/27/2011,102351,103016,102001,102526
12/26/2011,102421,102613,102237,102394
12/23/2011,101957,102456,101738,102412
12/22/2011,100959,101966,100118,101966
12/21/2011,101125,101125,99287,100793
12/20/2011,98315,101169,98315,101108
12/19/2011,99830,100048,97519,97536
12/16/2011,100670,100933,99304,99427
12/15/2011,100451,101922,99690,100206
12/14/2011,101221,101948,100022,100276
12/13/2011,102806,103285,101519,101528
12/12/2011,102850,103152,100809,102158
12/9/2011,102735,104057,102096,103853
12/8/2011,104918,105317,101341,101972
12/7/2011,105948,105948,104084,104457
12/6/2011,104829,106231,103986,105965
12/5/2011,103613,105477,103551,104670
12/2/2011,104883,105113,102415,102753
12/1/2011,101643,104439,101315,103862
11/30/2011,99061,102655,98777,101439
11/29/2011,100374,100640,98209,98475
11/28/2011,100250,100587,99451,99913
11/25/2011,97712,99096,97224,97747
11/24/2011,98865,98936,97028,98439
11/23/2011,99185,99274,97499,98067
11/22/2011,101093,101173,98990,99851
11/21/2011,99700,100862,98892,100765
11/18/2011,102282,102726,100569,101226
11/17/2011,103125,104572,100995,101617
11/16/2011,103400,105238,102992,104350
11/14/2011,104048,104865,103498,104075
11/11/2011,103205,105078,103054,104439
11/10/2011,103764,104279,102096,102406
11/9/2011,103658,104102,102122,102824
11/8/2011,106258,106737,104572,105965
11/7/2011,104386,106462,104119,105788
11/4/2011,103835,105353,102886,105175
11/3/2011,104190,105380,103303,104173
11/1/2011,101173,103285,99673,103214
10/31/2011,105806,105885,104048,104261
10/28/2011,105717,107137,105309,107092
10/27/2011,105504,107545,105122,106418
10/26/2011,101528,102921,100765,102247
10/25/2011,102380,102380,99922,101084
10/24/2011,99371,102859,99132,101883
10/21/2011,97445,99717,97126,99327
10/20/2011,98688,98874,96079,96629
10/19/2011,98901,99336,97738,98368
10/18/2011,96389,99345,95404,99043
10/17/2011,98528,98723,96070,97090
10/14/2011,98226,99256,97712,98723
10/13/2011,96203,98191,95688,97623
10/11/2011,95317,97047,94753,96034
10/10/2011,92521,96034,92306,96016
10/7/2011,93525,95353,90962,91930
10/6/2011,91948,95058,91347,93453
10/5/2011,91410,91948,90003,90998
10/4/2011,89806,91258,88542,91231
10/3/2011,93113,93866,90568,90702
9/30/2011,95013,95353,93041,93561
9/29/2011,95819,97441,94816,96249
9/28/2011,97271,98553,95138,95147
9/27/2011,97863,98911,96715,96966
9/26/2011,97325,97468,94045,96429
9/23/2011,94224,96913,93471,96070
9/22/2011,97863,98490,94708,95622
9/21/2011,101089,103840,100282,100677
9/20/2011,103526,103777,101053,101125
9/19/2011,101716,103096,100623,103016
9/16/2011,101304,103311,100739,103087
9/15/2011,102021,102971,101125,101626
9/14/2011,100892,102460,99171,101295
9/13/2011,100730,101591,99503,99906
9/12/2011,98947,101259,97594,100945
9/9/2011,103419,103562,100157,101098
9/8/2011,103849,105265,103105,104136
9/6/2011,98848,102639,97056,102334
9/5/2011,99762,101268,98866,99135
9/2/2011,104709,104996,101591,101940
9/1/2011,103069,106072,102792,105211
8/31/2011,100372,102290,100354,102290
8/30/2011,99117,101089,98239,100139
8/29/2011,97352,99798,97199,99565
8/26/2011,95891,97181,94009,96715
8/25/2011,97486,98257,95362,95891
8/24/2011,96957,98544,95972,97056
8/23/2011,95927,98024,93928,97863
8/22/2011,96267,97119,94860,94869
8/19/2011,95810,97414,94923,94995
8/18/2011,98221,98221,94762,96662
8/17/2011,98732,100067,97701,99942
8/16/2011,97617,98752,96892,98606
8/15/2011,97472,99768,97209,99123
8/12/2011,97599,97790,95404,97599
8/11/2011,92265,97581,91993,96710
8/10/2011,92174,94787,90351,93589
8/9/2011,89271,93136,88264,92918
8/8/2011,93444,94170,86622,88001
8/5/2011,95803,98062,92845,96402
8/4/2011,101119,101119,95259,95531
8/3/2011,104322,104531,100484,101609
8/2/2011,106653,106935,103814,103886
8/1/2011,108477,108495,105864,106817
7/29/2011,106699,107543,105674,107434
7/28/2011,106236,107896,106236,107143
7/27/2011,108141,108141,106055,106200
7/26/2011,109411,109720,108087,108196
7/25/2011,109275,110164,108885,109375
7/22/2011,110037,110818,109702,110046
7/21/2011,108105,110473,107878,110101
7/20/2011,108432,108876,107824,108087
7/19/2011,108114,108686,107289,107978
7/18/2011,107733,108722,107098,107624
7/15/2011,109675,110137,108214,108903
7/14/2011,111353,111480,108740,109448
7/13/2011,110046,112315,109774,111317
7/12/2011,109230,111008,109194,109293
7/11/2011,111861,111861,110056,110337
7/8/2011,114129,114664,112550,112859
7/7/2011,115272,116297,113957,114084
7/6/2011,115399,115553,114601,114927
7/5/2011,117186,117332,115571,115726
7/4/2011,116306,117431,116134,117386
7/1/2011,114456,116814,114174,116706
6/30/2011,114982,115336,113911,114419
6/29/2011,115109,115426,114138,114855
6/28/2011,112623,114982,112432,114846
6/27/2011,112587,113294,111934,112814
6/24/2011,112569,113312,112133,112278
6/22/2011,112968,114056,112333,112895
6/21/2011,113204,113494,112759,113167
6/20/2011,111807,113630,111444,112623
6/17/2011,113040,113403,111616,112396
6/16/2011,112823,114492,111562,112260
6/15/2011,114374,114592,113294,113585
6/14/2011,115150,115666,114412,114855
6/13/2011,115906,116164,114237,114375
6/10/2011,116726,116975,115251,115694
6/9/2011,116920,117805,116127,117003
6/8/2011,116450,117058,115712,116496
6/7/2011,116772,117906,116348,116901
6/6/2011,118653,119197,116256,116339
6/3/2011,118561,120267,117814,118395
6/2/2011,117584,119031,117031,118976
6/1/2011,119511,119759,116994,117372
5/31/2011,119234,119824,118395,119824
5/30/2011,119169,119446,118192,118284
5/27/2011,118939,119667,118635,119133
5/26/2011,117429,119299,117040,119142
5/25/2011,117067,118450,116680,117362
5/24/2011,116182,117667,116182,117455
5/23/2011,114873,116035,114246,116016
5/20/2011,115408,117058,115076,115943
5/19/2011,117114,118211,115168,115316
5/18/2011,118045,118967,116570,117049
5/17/2011,116560,118496,116035,118303
5/16/2011,117003,118681,116348,116358
5/13/2011,119704,119704,117123,117455
5/12/2011,117547,119741,117362,119372
5/11/2011,120414,120414,118008,118026
5/10/2011,120940,121391,120184,120515
5/9/2011,120220,120774,119446,120331
5/6/2011,118552,120681,118377,120211
5/5/2011,118552,119833,117215,118782
5/4/2011,119704,120746,118303,118690
5/3/2011,121576,121825,119575,119575
5/2/2011,123908,124083,121815,122046
4/29/2011,122986,123816,122064,123392
4/28/2011,123189,123539,121456,122986
4/27/2011,125632,125715,123106,123410
4/26/2011,125568,126259,124895,125254
4/25/2011,125844,125936,124424,125162
4/20/2011,125568,126195,124941,125660
4/19/2011,123208,124259,122986,123964
4/18/2011,123908,124148,121244,122876
4/15/2011,124083,125466,123318,125383
4/14/2011,124277,125844,123890,124268
4/13/2011,125955,126886,124268,124701
4/12/2011,127486,127617,125150,125337
4/11/2011,128921,129990,127589,128180
4/8/2011,130384,130666,128499,129109
4/7/2011,130028,130703,129024,129915
4/6/2011,132101,132355,129568,129653
4/5/2011,130966,131885,130675,131529
4/4/2011,130760,131435,130403,131248
4/1/2011,129662,130778,129090,130666
3/31/2011,127833,129352,127833,128883
3/30/2011,127589,128189,127148,127945
3/29/2011,126932,128002,126379,127026
3/28/2011,127917,128414,126491,126613
3/25/2011,128283,128837,127364,128077
3/24/2011,128743,128855,127120,127842
3/23/2011,127326,128245,126801,128152
3/22/2011,125994,127711,125572,127467
3/21/2011,127626,128292,125816,125900
3/18/2011,125562,127401,125440,126698
3/17/2011,125619,126407,124624,124680
3/16/2011,126688,127739,124052,124680
3/15/2011,124399,127101,123555,126810
3/14/2011,125356,127439,124896,127401
3/11/2011,124756,126932,124071,126275
3/10/2011,126463,126566,124399,125056
3/9/2011,128292,128696,127035,127176
3/4/2011,129371,129549,127683,129127
3/3/2011,128536,129249,127701,129127
3/2/2011,125572,127626,124868,127504
3/1/2011,128152,128471,125215,125225
2/28/2011,127683,128124,126425,127964
2/25/2011,127776,128715,125675,127232
2/24/2011,126275,127833,126088,126782
2/23/2011,126801,127851,125337,127120
2/22/2011,127035,128471,125825,126360
2/21/2011,129296,129296,127307,128048
2/18/2011,128292,129728,127870,129371
2/17/2011,128396,129165,127457,128696
2/16/2011,126557,128893,126425,128771
2/15/2011,126505,127294,125649,126182
2/14/2011,125335,127076,124431,126524
2/11/2011,122662,125535,122320,125097
2/10/2011,121559,124070,121483,122900
2/9/2011,124926,125230,121835,122282
2/8/2011,124203,126182,123661,125325
2/7/2011,124412,125345,123575,124241
2/4/2011,127171,127570,123842,124013
2/3/2011,127034,127447,125934,127123
2/2/2011,129492,129720,126800,126914
2/1/2011,127494,129682,127494,129511
1/31/2011,127361,128303,126372,126676
1/28/2011,129644,130338,125754,127294
1/27/2011,130918,132069,129377,129834
1/26/2011,133448,133544,130861,131327
1/24/2011,132307,133077,131489,132916
1/21/2011,133429,134029,131965,132117
1/20/2011,133734,134095,132478,133077
1/19/2011,136007,136378,133791,134038
1/18/2011,136026,136150,135408,136093
1/17/2011,135636,135741,134932,134932
1/14/2011,135256,136568,134904,136074
1/13/2011,137253,137824,135313,135446
1/12/2011,136017,137538,135969,137443
1/11/2011,135398,135627,134875,135408
1/10/2011,133420,134685,132973,134685
1/7/2011,135655,135912,133810,134247
1/6/2011,136692,136996,135180,135579
1/5/2011,133924,136682,133924,136397
1/4/2011,134875,135636,133667,135636
1/3/2011,133639,135636,133563,134238
12/30/2010,132602,133905,132602,132973
12/29/2010,131432,133116,131356,133049
12/28/2010,130842,131356,130557,131346
12/27/2010,131071,131242,130623,130681
12/23/2010,131460,132231,131394,131908
12/22/2010,131727,132022,130528,131917
12/21/2010,130633,132088,130633,131831
12/20/2010,131641,131831,129948,130157
12/17/2010,129530,131432,129168,131413
12/16/2010,131109,132136,129606,129815
12/15/2010,132221,132231,130709,130994
12/14/2010,133944,133944,132425,132745
12/13/2010,132822,133983,132745,133635
12/10/2010,131883,132599,131293,132164
12/9/2010,132367,132861,130732,131467
12/8/2010,133770,134167,131574,131680
12/7/2010,135899,136886,133548,133615
12/6/2010,135067,135705,134438,134583
12/3/2010,134486,135908,133625,135541
12/2/2010,135018,135792,134235,134699
12/1/2010,133499,135221,133199,134776
11/30/2010,131787,133025,130500,132067
11/29/2010,133132,133132,130190,132222
11/26/2010,133132,133935,132406,132454
11/25/2010,135599,136305,134805,135009
11/24/2010,132261,135802,132261,135666
11/23/2010,134699,134699,131651,131874
11/22/2010,137253,137543,134641,135608
11/19/2010,137485,138105,136828,137969
11/18/2010,137766,138250,136615,137834
11/17/2010,134931,136702,134418,135696
11/16/2010,136131,137002,133770,134699
11/12/2010,137679,138337,136528,137292
11/11/2010,139508,139508,138405,139130
11/10/2010,140195,140456,138472,139759
11/9/2010,142720,142875,139633,139711
11/8/2010,141743,142478,141297,142284
11/5/2010,142459,142923,141675,142188
11/4/2010,141743,143000,141559,142662
11/3/2010,140872,141259,139808,141172
11/1/2010,138995,140620,138656,139769
10/29/2010,137476,138792,137292,138472
10/28/2010,138646,139982,137524,137776
10/27/2010,138163,138995,137340,137979
10/26/2010,136150,138995,135531,138763
10/25/2010,137002,137708,136073,136595
10/22/2010,137621,137863,134902,136324
10/21/2010,138743,139266,135309,137389
10/20/2010,137485,139024,137127,138337
10/19/2010,139682,139682,136663,136740
10/18/2010,140949,141327,140253,140582
10/15/2010,141336,142284,140369,141501
10/14/2010,141462,142101,140175,141065
10/13/2010,140678,141917,140494,141394
10/11/2010,139693,140235,139496,139595
10/8/2010,137339,139762,136964,139555
10/7/2010,139230,140008,136639,137890
10/6/2010,141072,141338,138797,139220
10/5/2010,139388,140875,139220,140836
10/4/2010,138531,139595,138324,139004
10/1/2010,137743,139270,136797,139102
9/30/2010,136935,138314,136580,137270
9/29/2010,137565,137871,136462,137132
9/28/2010,136216,137713,135526,137506
9/27/2010,135822,136757,134679,136314
9/24/2010,137309,138462,134866,135556
9/23/2010,135004,138087,134600,136304
9/22/2010,133684,135959,133516,135950
9/21/2010,135408,135634,133812,134275
9/20/2010,133221,135506,132906,135359
9/17/2010,134610,134797,132837,132955
9/16/2010,134708,134866,133901,134383
9/15/2010,134107,135211,133103,135122
9/14/2010,134964,135427,134117,134531
9/13/2010,134354,135359,133664,135102
9/10/2010,132403,132896,132019,132896
9/9/2010,132216,132748,131674,132147
9/8/2010,131773,131920,131053,131911
9/6/2010,132580,133447,131802,132600
9/3/2010,132600,134649,132029,132029
9/2/2010,133782,133782,131970,132600
9/1/2010,130906,133625,130384,133506
8/31/2010,126886,129822,126670,129556
8/30/2010,130620,130620,127743,127891
8/27/2010,127083,130669,126985,130453
8/26/2010,129349,129940,126630,126689
8/25/2010,129517,130039,127743,129044
8/24/2010,130827,130866,129448,130157
8/23/2010,133989,134255,131467,131585
8/20/2010,133103,133585,132314,133487
8/19/2010,135457,135457,133290,133556
8/18/2010,134698,135408,133901,135102
8/17/2010,134312,135551,133912,135162
8/16/2010,131753,133812,131573,133702
8/13/2010,131533,133282,131433,132303
8/12/2010,131543,132233,130553,131933
8/11/2010,133072,133402,131433,131493
8/10/2010,134852,135301,134162,134832
8/9/2010,137301,137491,135651,135731
8/6/2010,137651,137841,135611,136651
8/5/2010,137271,137551,136261,137551
8/4/2010,136171,137601,135471,137091
8/3/2010,136961,137701,136381,136751
8/2/2010,137251,138150,136641,137401
7/30/2010,134052,135951,132972,135551
7/29/2010,134562,135591,133712,134652
7/28/2010,134352,134812,133422,134022
7/27/2010,134152,134872,133152,134232
7/26/2010,133532,133942,132952,133632
7/23/2010,132952,133662,131503,133652
7/22/2010,131043,133302,130653,132462
7/21/2010,130153,131033,129154,129683
7/20/2010,126485,129993,126105,129803
7/19/2010,125915,127644,125755,127454
7/16/2010,127964,127964,125295,125495
7/15/2010,128054,128334,126725,128054
7/14/2010,128074,128354,126934,127854
7/13/2010,127994,128654,127204,128154
7/12/2010,129354,129354,126385,127164
7/8/2010,127534,128444,126795,128254
7/7/2010,124955,127954,124745,127854
7/6/2010,124465,126115,123746,125365
7/5/2010,124155,124365,122686,122936
7/2/2010,123976,124885,122666,123956
7/1/2010,122686,124155,121336,123716
6/30/2010,125955,126665,122656,122886
6/29/2010,127894,128294,124635,125255
6/28/2010,131753,131953,129953,130073
6/25/2010,130043,131653,129174,131643
6/24/2010,131153,131693,129134,129653
6/23/2010,131953,132333,130263,132153
6/22/2010,131053,133622,130853,131373
6/21/2010,132752,132922,130833,131733
6/18/2010,130653,131723,130143,130453
6/17/2010,131953,132163,129813,130993
6/16/2010,129893,132053,129314,131543
6/15/2010,129278,131207,129187,130943
6/14/2010,130151,130537,128822,128822
6/11/2010,128304,129766,126538,129299
6/10/2010,126030,128507,125726,128162
6/9/2010,126284,127461,124670,124873
6/8/2010,124700,126121,124193,125523
6/7/2010,125665,126314,123939,124345
6/4/2010,127147,127593,124792,125289
6/2/2010,126670,128913,125350,128811
6/1/2010,125066,128141,125066,125766
5/31/2010,125868,127898,125868,127593
5/28/2010,126883,126883,124660,126030
5/27/2010,124853,126842,124081,126477
5/26/2010,122315,123604,120620,121198
5/25/2010,118762,121604,117747,120995
5/24/2010,121401,124132,121371,121868
5/21/2010,117747,123188,117158,123026
5/20/2010,119716,120681,117433,118458
5/19/2010,123026,123838,120478,121625
5/18/2010,129522,130040,124020,124345
5/17/2010,129684,129867,126101,128243
5/14/2010,130943,131390,128558,129157
5/13/2010,133663,134404,132141,132263
5/12/2010,132263,133724,131552,133257
5/11/2010,132466,134628,131481,131542
5/10/2010,134658,137033,132902,134049
5/7/2010,130293,131958,126071,128182
5/6/2010,132750,134069,123939,129877
5/5/2010,132364,134293,130029,132973
5/4/2010,136292,136648,131978,132730
5/3/2010,139226,139368,136485,137805
4/30/2010,139632,139865,137602,138637
4/29/2010,137510,139449,137236,139267
4/28/2010,136627,137947,135084,136566
4/27/2010,140079,140657,135815,136018
4/26/2010,142515,143185,140840,140891
4/23/2010,142819,142941,141012,142484
4/22/2010,140698,142728,139602,142484
4/20/2010,142515,143175,141824,142180
4/19/2010,141703,142870,140424,141936
4/16/2010,144525,144565,141743,142474
4/15/2010,145966,146382,144707,144748
4/14/2010,146382,146676,145154,146453
4/13/2010,145579,146870,144887,146240
4/12/2010,147789,148233,145621,145734
4/9/2010,149090,149090,147252,147479
4/8/2010,145744,148666,145435,148470
4/7/2010,146302,147541,145724,146467
4/6/2010,147025,148429,146467,146921
4/5/2010,148098,148408,147159,147603
4/1/2010,146612,147861,146560,146983
3/31/2010,144547,145889,144072,145786
3/30/2010,145166,145910,144413,144939
3/29/2010,143205,145166,142915,145146
3/26/2010,142244,142792,140758,142430
3/25/2010,143824,144072,141418,141656
3/24/2010,143101,144505,142399,142895
3/23/2010,143514,144382,142709,144041
3/22/2010,141553,143473,140902,143411
3/19/2010,144960,145321,142564,142761
3/18/2010,145156,145713,143050,144846
3/17/2010,145992,146405,143969,144960
3/16/2010,143710,145579,143556,145579
3/15/2010,143721,144309,142585,143504
3/12/2010,146023,146674,143845,143969
3/11/2010,145579,146199,144258,145559
3/10/2010,144619,146725,144402,145786
3/9/2010,141862,146075,141604,144918
3/8/2010,143927,144092,141935,142461
3/5/2010,142048,143525,141862,143318
3/4/2010,141449,141966,139126,141243
3/3/2010,141036,143308,140293,140830
3/2/2010,141449,142255,140685,141202
3/1/2010,138672,140458,138558,140014
2/26/2010,137825,138620,136452,138331
2/25/2010,135977,138455,134015,137443
2/24/2010,138331,138858,136421,136948
2/23/2010,139333,139735,136783,138135
2/22/2010,141831,142224,139777,140117
2/19/2010,139901,141966,139694,140727
2/18/2010,140004,141935,138755,141470
2/17/2010,140200,141016,139808,140004
2/12/2010,137025,137870,135480,137526
2/11/2010,136409,138183,134238,137870
2/10/2010,135679,136743,134259,135783
2/9/2010,132339,136910,132182,134698
2/8/2010,130878,133341,130084,131619
2/5/2010,132287,133821,127934,131295
2/4/2010,138810,139279,132923,133257
2/3/2010,140897,141106,139384,140281
2/2/2010,139728,140793,138977,140469
2/1/2010,136524,139645,136409,138977
1/29/2010,137348,139321,135814,136013
1/28/2010,137035,138079,134718,137265
1/27/2010,136618,137422,134896,135658
1/26/2010,136514,137975,135272,136827
1/22/2010,138058,139697,136962,137787
1/21/2010,143193,143715,138152,138768
1/20/2010,145249,145698,141575,142880
1/19/2010,144675,147117,144268,146846
1/18/2010,145614,146543,145301,145896
1/15/2010,146345,146773,144352,144946
1/14/2010,148203,148349,146355,147096
1/13/2010,147890,148641,146188,148057
1/12/2010,146950,147890,145844,147858
1/11/2010,149560,149706,147660,148307
1/8/2010,148808,148975,147817,148224
1/7/2010,148036,148965,147597,148412
1/6/2010,147890,149727,147723,149090
1/5/2010,147660,149121,147378,148391
1/4/2010,145072,148015,144967,147931
12/30/2009,143423,144581,143110,144341
12/29/2009,144446,144487,143569,144195
12/28/2009,143819,144341,143016,143652
12/23/2009,143162,143318,141335,142671
12/22/2009,140740,142525,140647,142149
12/21/2009,141941,143110,139634,139853
12/18/2009,142149,142337,139989,141314
12/17/2009,144028,144414,141147,141523
12/16/2009,147274,147577,144613,145072
12/15/2009,146592,147556,146009,146846
12/14/2009,147864,148277,146761,147334
12/11/2009,147005,147588,146401,146973
12/10/2009,145850,146337,145245,146157
12/9/2009,144800,145108,143094,144641
12/8/2009,144959,144959,143083,143730
12/7/2009,143168,146443,142935,145807
12/4/2009,145256,147630,142882,143666
12/3/2009,146528,147609,144790,145532
12/2/2009,145426,147270,145214,145680
12/1/2009,144578,146517,144514,145850
11/30/2009,142352,143836,141673,143348
11/27/2009,139935,143094,139596,142998
11/26/2009,142988,143094,140772,141048
11/25/2009,144016,145097,143094,144747
11/24/2009,142447,143475,140454,142924
11/23/2009,143730,143793,141663,142670
